what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1311613283698
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1311613290103
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311613356591
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311613356612
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1311613366637
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1311613372662
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311613384527
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311613384567
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311613385708
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1311613389189
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311613389999
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1311613391553
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311613393873
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1311613402221
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311613407073
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1311613409696
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1311613414072
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311613417471
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311613438945
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1311613444168
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1311613446288
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311613447750
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311613447751
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1311613449123
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311613449123
opened,editor,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.CompareEditor",1311613469119
activated,editor,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.CompareEditor",1311613469192
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311613470002
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311613471067
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1311613505480
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1311613507136
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1311613511186
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1311613534974
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1311613539332
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1311613546611
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1311613598460
activated,editor,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.CompareEditor",1311613603774
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1311613603829
closed,editor,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.CompareEditor",1311613603829
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311613608937
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311613608977
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1311613626711
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311613626711
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311613661544
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311613661565
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1311613665592
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311613665593
opened,editor,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.CompareEditor",1311613673872
activated,editor,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.CompareEditor",1311613673889
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311613675004
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311613675103
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1311613694613
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1311613697889
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1311613709645
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1311613712810
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1311613721798
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1311613750599
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1311613753428
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1311613766922
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1311613771621
closed,editor,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.CompareEditor",1311613771622
opened,editor,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.CompareEditor",1311613813093
activated,editor,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.CompareEditor",1311613813127
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311613813941
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311613814591
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1311613849060
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1311613852395
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1311613857695
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1311613877325
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1311613885209
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1311613890738
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1311613909202
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1311613910265
closed,editor,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.CompareEditor",1311613910265
opened,editor,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.CompareEditor",1311613922965
activated,editor,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.CompareEditor",1311613922982
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311613923676
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311613924442
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1311613936086
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1311613938320
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1311613942009
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1311613955746
closed,editor,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.CompareEditor",1311613955746
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311613962404
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311613963592
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.cleanAction",1311613963602
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311613972419
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311613974425
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311613974833
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311613977825
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1311613978246
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311613993304
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311614096091
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1311614096268
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311614119528
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311614132465
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1311614132472
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1311614132472
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311614136022
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311614137771
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1311614137778
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1311614137778
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311614236413
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311614237590
started,bundle,org.eclipse.wst.jsdt.debug.core,1.0.4.v201103310001,"org.eclipse.wst.jsdt.debug.core",1311614237645
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311614237809
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.300.v201004280700,"org.eclipse.jst.j2ee.xdoclet.runtime",1311614238492
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.100.v201003112036,"org.eclipse.jst.j2ee.ejb.annotations.xdoclet",1311614238518
stopped,bundle,org.eclipse.jst.server.generic.jboss,1.6.1.v200904151730,"org.eclipse.jst.server.generic.jboss",1311614238539
stopped,bundle,org.eclipse.jst.server.generic.jonas,1.5.205.v200805140145,"org.eclipse.jst.server.generic.jonas",1311614238549
stopped,bundle,org.eclipse.jst.server.generic.oc4j,1.5.206.v20090812,"org.eclipse.jst.server.generic.oc4j",1311614238592
stopped,bundle,org.eclipse.jst.server.websphere.core,1.0.302.v20080620,"org.eclipse.jst.server.websphere.core",1311614238669
stopped,bundle,org.eclipse.jst.server.generic.ui,1.0.505.v20100428,"org.eclipse.jst.server.generic.ui",1311614238722
stopped,bundle,org.eclipse.jst.server.generic.core,1.0.606.v20100512,"org.eclipse.jst.server.generic.core",1311614238722
stopped,bundle,org.eclipse.mylyn.ide.ant,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ant",1311614238747
stopped,bundle,org.eclipse.datatools.connectivity.oda.template.ui,3.2.1.v201004090942,"org.eclipse.datatools.connectivity.oda.template.ui",1311614238794
stopped,bundle,org.eclipse.pde.api.tools.ui,1.0.201.v20100820_r361,"org.eclipse.pde.api.tools.ui",1311614238794
stopped,bundle,org.eclipse.pde.ds.ui,1.0.100.v20100601,"org.eclipse.pde.ds.ui",1311614238854
activated,perspective,org.eclipse.jdt.ui,,"org.eclipse.jdt.ui.JavaPerspective",1311614448177
started,bundle,org.eclipse.osgi,3.6.2.R36x_v20110210,"org.eclipse.osgi",1311614448178
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1311614448204
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1311614448222
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1311614448248
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1311614448278
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1311614448297
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1311614448312
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1311614448342
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824,"org.eclipse.core.jobs",1311614448343
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1311614448363
started,bundle,org.eclipse.core.resources,3.6.1.R36x_v20110131-1630,"org.eclipse.core.resources",1311614448408
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1311614448424
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1311614448442
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1311614448464
started,bundle,org.eclipse.emf.common,2.6.0.v20100914-1218,"org.eclipse.emf.common",1311614448510
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201102081640,"org.eclipse.epp.usagedata.gathering",1311614448541
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201102081640,"org.eclipse.epp.usagedata.recording",1311614448558
started,bundle,org.eclipse.equinox.app,1.3.1.R36x_v20100803,"org.eclipse.equinox.app",1311614448577
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1311614448598
started,bundle,org.eclipse.equinox.ds,1.2.1.R36x_v20100803,"org.eclipse.equinox.ds",1311614448610
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1311614448640
started,bundle,org.eclipse.equinox.p2.core,2.0.3.R36x_v20110111,"org.eclipse.equinox.p2.core",1311614448666
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.203.R36x_v20101220,"org.eclipse.equinox.p2.directorywatcher",1311614448697
started,bundle,org.eclipse.equinox.p2.engine,2.0.1.R36x_v20110201,"org.eclipse.equinox.p2.engine",1311614448766
started,bundle,org.eclipse.equinox.p2.metadata,2.0.1.R36x_v20101202,"org.eclipse.equinox.p2.metadata",1311614448779
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1311614448821
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1311614448832
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.2.R36x_v20110114,"org.eclipse.equinox.p2.reconciler.dropins",1311614448866
started,bundle,org.eclipse.equinox.p2.repository,2.0.2.R36x_v20110111-1500,"org.eclipse.equinox.p2.repository",1311614448896
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1311614448907
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1311614448925
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1311614448940
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1311614448971
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1311614449030
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1311614449069
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1311614449114
started,bundle,org.eclipse.jdt.core,3.6.2.v_A76_R36x,"org.eclipse.jdt.core",1311614449160
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1311614449198
started,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1311614449271
started,bundle,org.eclipse.jface,3.6.2.M20110210-1200,"org.eclipse.jface",1311614449286
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1311614449304
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.utils",1311614449333
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1311614449351
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1311614449352
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1311614449362
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.1.v20110131-0100-e3x,"org.eclipse.mylyn.monitor.ui",1311614449365
started,bundle,org.eclipse.pde.launching,3.6.0.v20100601,"org.eclipse.pde.launching",1311614449376
started,bundle,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui",1311614449417
started,bundle,org.eclipse.team.core,3.5.101.R36x_v20110203-1036,"org.eclipse.team.core",1311614449444
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1311614449496
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1311614449552
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1311614449584
started,bundle,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui",1311614449625
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1311614449634
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1311614449663
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1311614449702
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1311614449723
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1311614449732
started,bundle,org.eclipse.ui.views.log,1.0.100.v20110210_r362,"org.eclipse.ui.views.log",1311614449760
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1311614449772
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1311614449985
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.102.v201008170019,"org.eclipse.wst.common.project.facet.core",1311614450049
started,bundle,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.adt",1311614450049
started,bundle,com.android.ide.eclipse.ddms,10.0.1.v201103111512-110841,"com.android.ide.eclipse.ddms",1311614450066
started,bundle,com.android.ide.eclipse.traceview,10.0.1.v201103111512-110841,"com.android.ide.eclipse.traceview",1311614450066
started,bundle,org.eclipse.wst.sse.core,1.1.505.v201104070043,"org.eclipse.wst.sse.core",1311614450093
started,bundle,org.eclipse.wst.web,1.1.403.v201103081400,"org.eclipse.wst.web",1311614450107
os,sysinfo,,,"win32",1311614450111
arch,sysinfo,,,"x86",1311614450111
ws,sysinfo,,,"win32",1311614450111
locale,sysinfo,,,"ko_KR",1311614450111
processors,sysinfo,,,"2",1311614450111
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1311614450111
java.runtime.version,sysinfo,,,"1.6.0_24-b07",1311614450111
java.specification.name,sysinfo,,,"Java Platform API Specification",1311614450111
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1311614450111
java.specification.version,sysinfo,,,"1.6",1311614450111
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1311614450111
java.version,sysinfo,,,"1.6.0_24",1311614450111
java.vm.info,sysinfo,,,"mixed mode, sharing",1311614450111
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1311614450111
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1311614450111
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1311614450111
java.vm.specification.version,sysinfo,,,"1.0",1311614450111
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1311614450111
java.vm.version,sysinfo,,,"19.1-b02",1311614450111
started,bundle,org.eclipse.emf.ecore.xmi,2.5.0.v20100521-1846,"org.eclipse.emf.ecore.xmi",1311614450213
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1311614450221
started,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1311614450228
started,bundle,org.eclipse.ltk.core.refactoring,3.5.101.r362_v20101117-0800,"org.eclipse.ltk.core.refactoring",1311614450406
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1311614450444
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1311614450568
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1311614450580
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1311614450614
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.102.v201008182136,"org.eclipse.jst.common.project.facet.core",1311614450691
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.201.v201011231540,"org.eclipse.jst.ws.jaxrs.core",1311614450719
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1311614452901
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1311614453022
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311614453661
started,bundle,org.eclipse.wst.xml.core,1.1.504.v201104070043,"org.eclipse.wst.xml.core",1311614454475
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1311614455251
started,bundle,org.eclipse.jdt.launching,3.5.200.v20110105_r362,"org.eclipse.jdt.launching",1311614455281
started,bundle,org.eclipse.jdt.apt.core,3.3.402.R36_v20110120-1000,"org.eclipse.jdt.apt.core",1311614455328
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,"org.eclipse.jdt.apt.pluggable.core",1311614455365
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311614739893
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311614754916
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311614767549
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311614769117
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311614829919
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311614839174
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311615063829
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311615077725
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311615130104
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311615132990
