what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.cleanAction",1311782303319
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311782304871
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311782308206
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311782316168
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311782318886
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311782354565
activated,view,com.android.ide.eclipse.ddms,10.0.1.v201103111512-110841,"com.android.ide.eclipse.ddms.views.LogCatView",1311782377505
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311782377533
activated,view,com.android.ide.eclipse.ddms,10.0.1.v201103111512-110841,"com.android.ide.eclipse.ddms.views.DeviceView",1311782410502
activated,view,com.android.ide.eclipse.ddms,10.0.1.v201103111512-110841,"com.android.ide.eclipse.ddms.views.LogCatView",1311782415452
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311782430832
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1311782445251
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311782448778
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311782450764
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1311782450806
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1311782452274
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1311782478128
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1311782479757
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1311782483961
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1311782537394
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1311782546384
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311782554075
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311782556923
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311782568129
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311782570198
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311782583656
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311782586181
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311782609664
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311782611909
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311782626088
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311782630102
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311782709682
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311782713335
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311782720603
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311782722986
activated,view,com.android.ide.eclipse.ddms,10.0.1.v201103111512-110841,"com.android.ide.eclipse.ddms.views.DeviceView",1311782756471
activated,view,com.android.ide.eclipse.ddms,10.0.1.v201103111512-110841,"com.android.ide.eclipse.ddms.views.LogCatView",1311782773194
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311782843453
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311782852916
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311782954004
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311783026328
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311783030029
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311783071030
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311783093223
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1311783095103
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311783100799
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311783125536
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.import",1311783125550
error,log,,,"loadAndParseRClass: failed to find manifest package for project BluetoothEx",1311783125609
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311783151294
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311783153271
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.cleanAction",1311783153279
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311783157304
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311783160381
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311783160547
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311783162724
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311783186393
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311783188348
activated,view,com.android.ide.eclipse.ddms,10.0.1.v201103111512-110841,"com.android.ide.eclipse.ddms.views.DeviceView",1311783278353
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311783287315
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1311783290188
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311783291197
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311783317721
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311783324222
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311783326920
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311783448829
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311783451375
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311783459525
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1311783465108
activated,view,com.android.ide.eclipse.ddms,10.0.1.v201103111512-110841,"com.android.ide.eclipse.ddms.views.LogCatView",1311783468295
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1311783473644
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311783481211
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311783483512
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311783484322
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311783484995
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311783486286
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1311783489415
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311783491321
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311783493410
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311783496952
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311783500383
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311783566408
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311783566494
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1311783568661
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311783568959
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311783569037
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1311783624012
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311783624013
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311783624041
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311783624067
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311783624081
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311783624093
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311783633198
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311783638812
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1311783638826
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1311783638826
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311783642733
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311783645574
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1311783645583
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1311783645583
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311783847634
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1311783872011
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1311783873720
error,log,,,"Failed to load properties file for project 'chap05.p202'",1311783897743
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311783897824
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311783923592
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311783975907
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.import",1311783975934
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311783997641
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311783999104
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1311783999120
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1311783999120
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311784000037
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311784221415
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311784232440
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311784232476
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1311784238924
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1311784240044
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1311784243782
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311784245644
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311784245700
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1311784296642
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1311784301095
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1311784304762
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1311784307648
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311784307933
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311784307974
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1311784317073
opened,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.layout.LayoutEditor",1311784319760
activated,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.layout.LayoutEditor",1311784319833
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1311784324764
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1311784325706
opened,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.layout.LayoutEditor",1311784330138
activated,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.layout.LayoutEditor",1311784330202
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1311784334500
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1311784346154
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1311784347674
opened,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1311784384703
activated,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1311784384800
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1311784393252
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1311784394525
opened,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1311784396583
activated,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1311784396678
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1311784400516
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1311784403954
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1311784411057
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1311784415785
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311784419512
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311784421880
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311784422322
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311784424385
activated,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1311784529402
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1311784530658
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311784530658
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311784530669
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311784530688
closed,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.layout.LayoutEditor",1311784530698
closed,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.layout.LayoutEditor",1311784530710
closed,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1311784530725
closed,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.manifest.ManifestEditor",1311784530748
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1311784570309
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311784570656
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311784577889
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311784577926
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311784578263
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1311784578288
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1311784643817
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311784656735
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311784658477
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1311784658620
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311784664299
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311784664351
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1311784668561
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1311784686287
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1311784704176
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311784708902
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311784710637
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1311784710700
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311784714891
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1311784716541
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1311784719428
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1311784829417
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311784833269
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311784836679
opened,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1311784839262
activated,editor,com.android.ide.eclipse.adt,10.0.1.v201103111512-110841,"com.android.ide.eclipse.editors.resources.ResourcesEditor",1311784839334
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1311784846998
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1311784848074
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311784849251
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311784851103
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311784851516
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1311784853261
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1311784884037
